0,Passenger Plate Default,Louisiana,,,Allows both the Letter “O” and the Number Zero “0”. The letter “O” is rounder than the number zero “0”. The number zero “0” cannot be used in place of the letter “O” on a personalized plate.,,,,,**All verticals are keyed,,
Code Number,Plate Type Description,Plate Images,,,Processing Rules,,,,,,,
,,,,,Current being processed,Add Prefix to plate string?,Add Suffix to plate string?,Omit or Add any characters?,Verify State 2 alpha character abbreviation here,Is there any viewable plate type identifier on plate of any kind?,Is the plate type identified by Vehicle type as viewed in the image?,Is the plate all numeric?
0,100% DAV,,,,Y,N,N,N,Y,Y - Wheelchair logo. '100% DAV' appears across bottom of plate.,N,N
0,100% DAV Motorcycle,,,,Y,N,N,N,Y,Y - Wheelchair logo. '100% DAV' appears across bottom of plate.,N,N
0,300th Anniversary of New Orleans,,,,Y,N,N,N,Y,Y - City Coat of Arms logo at left; '1718 NEW ORLEANS 2018' appears across bottom of plate.,N,N
0,4H,,,,Y,N,N,N,Y,Y - 'Support 4-H Youth Development' appears across bottom of plate.,N,N
0,Afghanistan Campaign Veteran,,,,Y,N,N,N,Y,Y - Campaign Ribbon appears at left of plate.,N,N
0,Agricultural Education,,,,Y,N,N,N,Y,Y - FFA logo appears at left of plate.,N,N
0,Agriculture,,,,Y,N,N,N,Y,Y - 'AGRICULTURE…GROWING OUR FUTURE' appears across bottom of plate.,N,N
0,Air Force Veteran,1993-2011,Since 2012,,Y,N,N,N,Y,Y - 'U S VETERAN' appears across bottom of plate; Diagonals are NOT keyed.,N,N
0,Animal Friendly,,,,Y,N,N,N,Y,N,N,N
0,Antique,,,,Y,N,N,N,Y,N,N,N
0,Antique Motorcycle,,,,Y,N,N,N,Y,Y- Registration begins with 'AM',Y-Motorcycle,N
0,Apportioned,,,,Y,N,N,N,Y,Y- Registration begins with 'P',N,N
0,Archbishop Rummel High School,,,,Y,N,N,N,Y,Y - School logo appears at left of plate.,N,N
0,Army Veteran,2003-2019,Since 2020,,Y,N,N,N,Y,Y - 'U S VETERAN' appears across bottom of plate; Diagonals are NOT keyed.,N,N
0,Autism Society,,,,Y,N,N,N,Y,Y - Society logo appears at left of plate.,N,N
0,Bass Angler,,,,Y,N,N,N,Y,N,N,N
0,Baton Rouge Community College,,,,Y,N,N,N,Y,N,N,N
0,Bayou State Golfer,,,,Y,N,N,N,Y,N,N,N
0,Boat Trailer,,,,Y,N,N,N,Y,N,N,N
0,Books for School,,,,Y,N,N,N,Y,Y - 'HELPING SCHOOLS' appears across bottom of plate.,N,N
0,Boy Scouts of America,,,,Y,N,N,N,Y,Y - Boy Scouts logo appears at left of plate.,N,N
0,Bring Back The Bobwhite,,,,Y,N,N,N,Y,N,N,N
0,Bronze Star Medal,,,,Y,N,N,N,Y,Y - Medal logo appears at left of plate.,N,N
0,Bus,,,,Y,N,N,N,Y,"Y - Titles: Apportioned Bus, Private Bus, High Passenger appear on plate.",Y - Bus,N
0,Chez Nous Autres,,,,Y,N,N,N,Y,N,N,N
0,Choose Life,,,,Y,N,N,N,Y,N,N,N
0,Civil Air Patrol,,,,Y,N,N,N,Y,Y - Civil Air Patrol logo appears at left of plate.,N,N
0,Civil Law,,,,Y,N,N,N,Y,Y - 'CIVIL LAW/Louisiana Notary' appears across bottom of plate.,N,N
