0,Passenger Plate Default,Kentucky,,,Systematically the letter “O” is only accepted on personalized plates. Any number zero “0” on personalized plates is defaulted to the letter “O”.,,,,,* NOTE :  Vertical characters must be entered when present. Verticals are not unique to plate designs.  Silkscreen plate production begins in 2021.,,
Code Number,Plate Type Description,Plate Images,,,Processing Rules,,,,,,,
,,,,,Current being processed,Add Prefix to plate string?,Add Suffix to plate string?,Omit or Add any characters?,Verify State 2 alpha character abbreviation here,Is there any viewable plate type identifier on plate of any kind?,Is the plate type identified by Vehicle type as viewed in the image?,Is the plate all numeric?
0,200th Anniversary (Univ of Louisville),,,,Y,N,N,N,Y,Y- Torch logo at left of plate.,N,N
0,Air Force Veteran,1999-2007,2008-2020,Since 2021,Y,N,N,N,Y,N,N,N
0,Air Force Veteran Motorcycle,Standard,Theater,,Y,N,N,N,Y,N,Y - Motorcycle,N
0,Alice Lloyd College,,,,Y,N,N,N,Y,Y- College logo at left of plate.,N,N
0,Amateur Radio,1998-2020,Since 2021,,Y,N,N,N,Y,N,N,N
0,Apportioned,1987-2010,2011-2021,Since 2022,Y,N,N,N,Y,Y - Apportioned appears across bottom of plate.,Y-vehicle will be a semi truck.,N
0,Army Veteran,1999-2007,2008-2020,Since 2021,Y,N,N,N,Y,N,N,N
0,Army Veteran Motorcycle,Standard,Theater,,Y,N,N,N,Y,N,Y - Motorcycle,N
0,Asbury College,1999-2020,,,Y,N,N,N,Y,Y- College logo at left of plate; 'ASBURY.EDU' at bottom.,N,N
0,Autism Awareness,2005-2020,Since 2021,,Y,N,N,N,Y,N,N,N
0,Bardstown Community,,,,Y,N,N,N,Y,Y- 'BOURBON CAPITAL OF THE WORLD' at bottom of the plate.,N,N
0,Be Kind,,,,Y,N,N,N,Y,Y- 'BE THE DIFFERENCE' at bottom of the plate.,N,N
0,Bellarmine University,2008-2017,2018-2020,Since 2021,Y,N,N,N,Y,Y- College logo at left of plate.,N,N
0,Berea College,,,,Y,N,N,N,Y,Y- College logo at left of plate; 'Investing in Lives of Great Promise' at bottom.,N,N
0,Birthplace of Lincoln,,,,Y,N,N,N,Y,N,N,N
0,Bobcat,2000-2002,2003-2004,Since 2005,Y,N,N,N,Y,Y- 'Nature's Finest' at bottom of the plate.,N,N
0,Brescia University,,,,Y,N,N,N,Y,"Y- College logo at left of plate; 'OWENSBORO, KENTUCKY' at bottom.",N,N
0,Bronze Star,,,,Y,N,N,N,Y,Y- Medal logo at left of plate.,N,N
0,Bus,,,,Y,N,N,N,Y,Y - BUS appears across bottom of plate.,Y - Bus,N
0,Butterfly,2004-2007,2008-2020,Since 2021,Y,N,N,N,Y,N,N,N
0,Camper Trailer,1976-2007,2008-2021,Since 2022,Y,N,N,N,Y,N,N,N
0,Cardinal,1997-2002,2003-2007,Since 2008,Y,N,N,N,Y,N,N,N
0,Centre College,1999-2007,Since 2008,,Y,N,N,N,Y,Y- College logo at left of plate.,N,N
0,Child Victim,1998-2007,Since 2008,,Y,N,N,N,Y,N,N,N
0,Children's Hospital,,,,Y,N,N,N,Y,Y - 'Norton CHILDREN'S Hospital' appears across bottom of plate.,N,N
0,Chiropractic Association,,,,Y,N,N,N,Y,Y - 'GO GREEN WITH CHIROPRACTIC' appears across bottom of plate; Association Hands icon at left.,N,N
0,Choose Life,1999-2007,Since 2008,,Y,N,N,N,Y,N,N,N
0,Christian University,,,,Y,N,N,N,Y,Y- College logo at left of plate; 'Kentucky Christian University' at bottom.,N,N
0,Civil Air Patrol,1988,1989-2000,2001-2004,Y,N,N,N,Y,Y- Propeller Triangle logo on plate.,N,N
0,Civil Air Patrol,Since 2005,,,Y,N,N,N,Y,Y- Propeller Triangle logo on plate.,N,N
0,Coast Guard Veteran,1999-2007,Since 2008,,Y,N,N,N,Y,N,N,N
0,Colon Cancer Prevention,,,,Y,N,N,N,Y,Y - 'GET SCREENED!' appears across bottom of plate.,N,N
0,Colonel,,,,Y,N,N,N,Y,N,N,N
0,Congress,,,,Y,N,N,N,Y,N,N,N
0,County,,,,Y,N,N,Y - Stacked Characters must be entered as seen.,Y,Y - Plate ends with vertical CY. State logo appears on left of plate.,N,N
0,Court of Appeals,,,,Y,N,N,N,Y,N,N,N
0,Crusade for Children,,,,Y,N,N,N,Y,Y - 'WHASCRUSADE.ORG' appears across bottom of plate.,N,N
0,Cumberland College,,,,Y,N,N,N,Y,Y- College logo at left of plate; 'KENTUCKY Independent Higher Education' at top.,N,N
0,Cumberland Falls,2007,Since 2008,,Y,N,N,N,Y,N,N,N
0,Cure Breast Cancer,2008-2020,Since 2021,,Y,N,N,N,Y,Y - 'Driving for a Cure' appears across bottom of plate.,N,N
0,Curing Childhood Cancer,,,,Y,N,N,N,Y,N,N,N
0,Dealer,2013-2019,Since 2020,,Y,N,N,N,Y,N,N,N
0,Dental Association,,,,Y,N,N,N,Y,Y - 'A Lifetime of Oral Health' appears across bottom of plate.,N,N
0,Disabled Former POW,,,,Y,N,N,N,Y,N,N,N
0,Disabled Motorcycle,,,,Y,N,N,N,Y,N,Y - Motorcycle,N
0,Disabled Veteran,1990-2003,2004- 2006,2007- 2020,Y,N,N,N,Y,N,N,N
0,Disabled Veteran,Since2021,,,Y,N,N,N,Y,N,N,N
0,Disaster Emergency,,,,Y,N,N,N,Y,N,N,N
0,Donate Life,,,,Y,N,N,N,Y,N,N,N
0,Dragonfly,2005- 2007,Since 2008,,Y,N,N,N,Y,N,N,N
0,Drive A Way,,,,Y,N,N,N,Y,Y - Plate starts with DW.,N,N
0,Ducks Unlimited,2003-2009,Since 2010,,Y,N,N,N,Y,N,N,N
0,Eastern Kentucky University,1999- 2007,2008,Since 2009,Y,N,N,N,Y,N,N,N
0,Emergency Management,,,,Y,N,N,N,Y,Y - State logo appears on left. EM appears in State logo.,N,N
0,End Alzheimer's,2015-2020 ,Since 2021,,Y,N,N,N,Y,N,N,N
0,Extended Weight,,,,Y,N,N,N,Y,N,N,N
